UserID,MovieID,Rating
4,3472,5
4,3147,3
4,90,5
4,3171,5
4,3548,5
4,4536,5
4,3193,3
4,1931,5
4,1974,5
4,4609,4
4,1497,1
4,681,5
4,2424,1
4,3007,5
4,2044,5
4,235,3
4,1748,1
4,3005,2
4,756,4
4,4572,5
4,813,4
4,4876,1
4,2581,5
4,2418,5
4,3641,3
4,555,5
4,4386,3
4,4026,5
4,1817,3
4,1171,2
4,1484,5
4,101,4
4,2651,2
4,911,5
4,4958,5
4,1475,2
4,682,5
4,1137,5
4,1464,5
4,2605,2
4,4662,5
4,967,5
4,2159,5
4,5178,2
4,3944,5
4,4089,1
4,4739,5
4,1598,5
4,3803,2
4,1711,3
4,3047,4
4,3285,5
4,280,3
4,3099,5
4,4532,5
4,3151,5
4,3238,5
4,1108,3
4,3071,5
4,2161,2
4,4530,2
4,1345,3
4,2251,5
4,677,5
4,4833,1
4,1939,5
4,3160,5
4,4690,4
4,893,5
4,2968,2
4,24,2
4,3221,5
4,3500,4
4,105,2
4,1372,5
4,3873,5
4,1600,5
4,3233,3
4,563,4
4,3405,5
4,2534,1
4,4761,2
4,3741,4
4,2045,5
4,631,3
4,4639,2
4,881,1
4,4541,1
4,1244,2
4,4816,4
4,5134,4
4,1741,4
4,1778,3
4,424,2
4,5109,3
4,2060,1
4,4180,1
4,4418,2
4,3383,5
4,1130,3
4,3519,5
4,2668,3
4,1910,3
4,2407,5
4,4028,1
4,5023,2
4,4443,5
4,5157,4
4,817,1
4,2535,1
4,492,5
4,4093,5
4,2993,4
4,1574,2
4,2167,5
4,686,3
4,4566,3
4,39,5
4,970,3
5,1838,4
5,747,2
5,609,3
5,5081,4
5,3301,4
5,830,2
5,4894,2
5,1209,3
5,3079,1
5,630,4
5,2461,5
5,1407,1
5,3255,1
5,2463,1
5,4945,5
5,3844,1
5,495,5
5,1044,3
5,3881,3
5,4841,1
5,3862,4
5,2154,4
5,3819,4
5,5104,3
5,4133,3
5,3813,3
5,4334,3
5,4734,3
5,2526,5
5,2341,2
5,2893,3
5,4658,3
5,752,1
5,5187,4
5,3638,2
5,734,1
5,3587,5
5,1089,3
5,2431,3
5,2134,5
5,2343,2
5,1411,5
5,4248,2
5,3389,4
5,1485,5
5,1594,5
5,307,5
5,1322,4
5,1033,4
5,4825,2
5,3461,5
5,2614,2
5,811,4
5,3940,5
5,2237,5
5,1192,4
5,2326,5
5,4911,2
5,2671,2
5,429,4
5,4145,4
5,1647,5
5,4519,5
5,710,2
5,905,5
5,2394,2
5,642,2
5,4377,1
5,769,5
5,3640,4
5,2773,2
5,2523,4
5,5182,3
5,3846,5
5,2321,4
5,1572,1
5,2371,5
5,1850,1
5,1327,5
5,2317,3
5,3969,2
5,1100,5
5,3589,1
5,4226,5
5,3101,2
5,1696,3
5,4484,5
5,4698,1
5,3345,4
5,668,5
5,4665,5
5,2103,3
5,3494,5
5,1737,5
6,1535,4
6,4650,2
6,5186,5
6,4586,2
6,3048,4
6,3262,4
6,469,4
6,5146,5
6,3875,2
6,1254,3
6,4322,5
6,1567,4
6,3880,3
6,671,1
6,2026,5
6,423,5
6,3616,5
6,286,5
6,3155,4
6,2187,2
6,2795,1
6,4554,5
6,2110,4
6,825,5
6,692,5
6,3903,5
6,3483,4
6,693,3
6,4029,2
6,1177,4
6,1323,5
6,2726,1
6,1773,5
6,4899,5
6,1790,4
6,852,3
6,681,2
6,2691,2
6,792,1
6,795,4
6,3453,1
6,2433,5
6,2964,3
6,4238,2
6,2518,4
6,848,5
6,2271,5
6,2130,4
6,817,5
6,2411,5
6,2103,5
6,3771,2
6,2629,5
6,3210,3
6,1036,5
6,4507,2
6,2959,5
6,3696,5
6,4735,1
6,759,5
6,4413,1
6,2446,2
6,1600,3
6,641,5
6,3436,4
6,112,4
6,487,5
6,2459,5
6,2211,5
6,4289,2
6,1589,3
6,4763,1
6,195,5
6,41,2
6,3734,2
6,1529,5
6,2493,3
6,1258,4
6,3743,3
6,1866,1
6,1069,3
6,2151,3
6,2970,5
6,4547,3
6,1927,3
6,317,5
6,71,5
6,3730,5
6,3873,5
6,3757,5
6,4009,3
6,800,5
6,5030,4
6,3548,2
6,448,3
6,2762,2
6,1402,1
6,3321,2
6,3949,1
6,3258,5
6,4405,5
6,1398,4
6,1380,5
6,3019,2
6,1871,5
6,374,4
6,4529,1
6,1480,1
6,3943,3
6,2222,1
6,3662,3
6,3213,1
6,2218,2
6,2063,2
6,4323,5
6,5192,2
6,2646,2
6,5127,5
6,1726,5
6,1863,3
6,2666,5
6,3007,3
6,789,2
6,865,3
6,776,5
6,2338,3
6,1714,5
6,2923,2
6,3451,5
6,1797,3
6,3494,4
6,1547,4
6,4496,5
6,3322,2
6,4609,5
6,4956,5
6,1190,2
6,1992,5
6,1627,5
6,1496,4
6,60,2
6,4738,4
6,1113,2
7,3276,3
7,2694,1
7,2916,2
7,4611,5
7,1743,5
7,1227,1
7,50,2
7,4565,4
7,5175,3
7,2611,3
7,3775,5
7,2328,1
7,3678,2
7,1877,1
7,268,1
7,1292,5
7,1302,3
7,3982,4
7,2722,5
7,503,1
7,2017,2
7,5048,5
7,1600,5
7,1022,3
7,4892,3
7,1506,5
7,857,2
7,3369,1
7,3910,2
7,1033,3
7,2750,1
7,3627,4
7,5009,5
7,3965,4
7,1007,1
7,4095,3
7,2324,5
7,4661,1
7,1036,1
7,351,3
7,1998,2
7,3213,5
7,3001,4
7,464,2
7,4619,5
7,725,3
7,2164,1
7,4444,2
7,2592,5
7,1247,1
7,3441,2
7,3791,2
7,2799,2
7,2866,5
7,1180,5
7,4779,5
7,895,5
7,3107,5
7,3205,1
7,2099,2
7,3520,3
7,2241,3
7,4578,3
7,766,2
7,3611,1
7,810,4
7,2683,5
7,2806,3
7,2906,1
7,2113,5
7,2774,2
7,4861,2
7,1155,3
7,3051,5
7,3884,5
7,689,4
7,2757,3
7,4265,3
7,2858,1
7,2780,5
7,4502,5
7,4,1
7,3940,5
7,5014,3
7,2476,5
7,917,5
7,4137,2
7,3171,5
7,589,4
7,3858,2
7,4735,5
7,1166,4
7,5007,1
7,3354,5
7,3417,5
7,204,1
7,375,3
7,3317,4
7,717,1
7,598,5
7,2145,1
7,4220,1
7,1859,1
7,4858,4
7,4229,5
7,2638,3
7,1222,2
7,2424,5
8,416,5
8,625,5
8,2325,1
8,3580,4
8,2030,5
8,3659,5
8,5003,5
8,562,5
8,2853,5
8,2802,5
8,3233,5
8,3367,5
8,123,5
8,2334,1
8,4697,2
8,1947,4
8,256,5
8,414,3
8,3224,1
8,3050,3
8,3151,5
8,4042,5
8,4795,5
8,1531,3
8,2955,3
8,823,3
8,3264,3
8,3967,5
8,3763,3
8,4824,1
8,2710,3
8,4678,2
8,491,1
8,984,4
8,4741,2
8,3313,4
8,454,2
8,430,5
8,67,5
8,3928,4
8,1826,5
8,2660,5
8,2168,3
8,1093,2
8,3269,2
8,1437,3
8,3751,5
8,3728,1
8,1676,5
8,1655,1
8,3939,5
8,24,5
8,2902,5
8,1705,5
8,991,1
8,3357,5
8,736,2
8,2730,5
8,2529,3
8,4840,3
8,3139,5
8,5086,1
8,2293,2
8,1776,3
8,4592,5
8,2866,5
8,5010,5
8,2439,5
8,4254,1
8,5116,4
8,2821,5
8,3451,5
8,4673,3
8,3922,1
8,729,1
8,2796,1
8,4233,3
8,749,1
8,2572,3
8,2661,2
8,1884,5
8,4444,5
8,2741,3
8,5206,4
8,618,5
8,1147,4
8,1991,5
8,1548,1
8,487,5
8,4183,4
8,2595,1
8,4981,5
8,4656,5
8,19,3
8,2012,5
8,3556,1
8,775,5
8,1916,2
9,4454,5
9,1275,1
9,5111,4
9,719,5
9,310,2
9,477,1
9,4713,4
9,715,5
9,2013,2
9,3203,5
9,4107,3
9,5206,1
9,4709,3
9,1942,3
9,5171,5
9,2102,5
9,4892,2
9,4057,3
9,4517,5
9,3216,3
9,585,3
9,5227,1
9,468,5
9,4049,3
9,3537,5
9,4563,4
9,3635,2
9,5172,2
9,141,5
9,928,5
9,1477,5
9,2711,1
9,2997,3
9,3877,4
9,4434,3
9,4505,5
9,4481,1
9,2926,5
9,148,3
9,5084,4
9,529,5
9,1578,3
9,372,1
9,87,4
9,445,5
9,4983,4
9,4484,1
9,3519,5
9,2438,2
9,1600,3
9,2008,3
9,1253,3
9,381,3
9,3873,5
9,3608,2
9,3200,4
9,2903,1
9,2309,4
9,4565,1
9,5,2
10,4982,3
10,1111,5
10,2691,1
10,5169,5
10,1066,5
10,66,2
10,497,3
10,3193,4
10,4326,2
10,3495,1
10,2289,1
10,2084,3
10,439,1
10,1527,1
10,5129,5
10,4772,2
10,3713,4
10,222,2
10,3920,1
10,50,5
10,2337,1
10,3343,1
10,3466,4
10,3885,1
10,3530,3
10,2733,2
10,1464,3
10,2678,1
10,2986,5
10,577,4
10,1574,4
10,4305,5
10,2436,5
10,2463,5
10,1391,5
10,432,3
10,830,3
10,1206,5
10,2423,5
10,1994,1
10,3850,4
10,2364,5
10,3799,1
10,496,5
10,4677,4
10,3083,5
10,4814,2
10,3888,2
10,2497,1
10,1857,2
10,1611,4
10,1415,5
10,5197,4
10,2004,2
10,429,1
10,955,5
10,3626,3
10,2366,5
10,2323,5
10,2199,5
10,2759,1
10,917,5
10,2255,2
10,4502,4
10,3815,3
11,678,4
11,3111,5
11,873,2
11,3413,1
11,2908,2
11,1562,4
11,4367,4
11,2083,5
11,4991,5
11,2959,5
11,2952,1
11,392,1
11,4768,1
11,2789,4
11,2299,2
11,1051,5
11,1676,1
11,886,1
11,894,4
11,1062,3
11,5011,5
11,5072,5
11,2234,1
11,2785,5
11,3529,4
11,4013,4
11,4304,1
11,3657,5
11,460,1
11,1528,2
11,880,1
11,1542,4
11,896,5
11,1022,5
11,2753,5
11,2484,5
11,1358,5
11,4255,2
11,1220,4
11,3746,4
11,3979,4
11,1483,4
11,2312,5
11,943,1
11,3197,5
11,938,1
11,1861,1
11,1156,4
11,2003,4
11,1333,1
11,1803,4
11,3140,4
11,3672,1
11,3724,5
11,29,2
11,2635,5
11,1674,3
11,3498,4
11,3522,5
11,4628,5
11,2949,5
11,1470,2
11,577,1
11,4965,5
11,1681,3
11,2967,5
11,4916,3
11,5217,3
11,3503,4
11,4609,5
11,3684,2
11,5126,5
11,3021,4
11,4384,5
11,165,4
11,1996,5
11,4093,1
11,1707,5
11,3476,4
11,1290,3
11,1746,1
11,4634,5
11,3927,1
11,1399,2
11,2485,1
11,4286,1
11,2256,5
11,965,2
11,4504,1
11,3554,3
11,2991,4
11,1910,4
11,4385,3
11,925,4
11,4100,3
11,1369,5
11,3130,1
11,2682,5
11,3311,2
11,4521,5
11,1989,3
11,2557,2
11,1484,5
11,109,5
11,5183,3
11,2,4
11,1776,1
11,187,5
11,420,5
11,1196,3
11,1395,5
11,311,3
11,3758,5
11,299,4
12,2833,4
12,2848,5
12,352,3
12,248,3
12,1519,5
12,2443,1
12,1693,5
12,1792,5
12,2692,3
12,1874,1
12,1068,1
12,4349,3
12,1390,5
12,3898,4
12,79,5
12,2748,5
12,2349,4
12,2679,5
12,4823,5
12,1304,5
12,3286,2
12,4685,5
12,2939,4
12,4337,5
12,5023,4
12,415,2
12,953,3
12,2690,2
12,4191,2
12,3902,4
12,2976,5
12,4503,2
12,1051,2
12,1506,5
12,2699,3
12,791,5
12,3282,2
12,380,3
12,2106,1
12,2815,5
12,4861,5
12,4020,5
12,4841,2
12,1041,5
12,114,5
12,3576,3
12,2960,5
12,2687,5
12,2014,3
12,4667,1
12,5155,5
12,4387,4
12,4136,5
12,3472,4
12,3948,1
12,3663,4
12,2764,5
12,3657,1
12,98,3
12,5027,2
12,5131,5
12,4267,5
12,2017,5
12,4095,5
12,4206,3
12,2048,4
12,2982,4
12,4777,5
12,3266,5
12,334,5
12,2530,5
12,2042,5
12,706,1
12,2850,4
12,2080,5
12,4819,5
12,5135,3
12,5028,5
12,5203,3
12,3388,1
12,842,5
12,3426,5
12,125,4
12,306,1
12,365,5
12,249,4
12,833,1
12,2583,2
12,1153,2
12,2120,5
12,2925,2
12,3504,1
12,93,5
12,554,5
12,2778,1
12,3160,2
12,880,4
12,2039,2
12,4531,2
12,1638,3
12,274,5
12,1716,5
12,2067,5
12,419,5
12,2021,5
12,1635,4
12,1725,4
12,1877,5
12,2302,5
12,957,1
12,3918,2
12,4899,5
12,2805,3
12,3666,2
12,626,3
12,838,2
12,3647,1
12,135,2
12,5219,5
12,1636,2
13,1752,5
13,2084,1
13,4439,5
13,3263,2
13,549,5
13,4479,4
13,2158,1
13,2299,2
13,2393,2
13,5030,2
13,3816,4
13,4888,5
13,4137,5
13,2685,5
13,4912,5
13,735,4
13,4919,2
13,326,5
13,623,5
13,2112,5
13,1888,5
13,532,5
13,443,5
13,2772,5
13,5116,4
13,662,4
13,2842,5
13,1343,5
13,3627,3
13,2466,4
13,2866,5
13,244,1
13,4433,2
13,2209,2
13,1047,5
13,2798,3
13,3528,4
13,1719,5
13,3930,2
13,4305,1
13,1947,5
13,41,5
13,4959,2
13,4403,5
13,2650,5
13,1036,5
13,4051,2
13,4640,3
13,20,5
13,295,3
13,4144,1
13,4198,1
13,3060,4
13,1001,3
13,1515,1
13,1723,5
13,2662,3
13,1792,3
13,1492,5
13,4983,4
13,1409,5
13,1024,1
13,4554,1
13,2198,4
13,2663,5
13,1624,2
13,935,5
13,2218,2
13,997,3
13,2613,1
13,358,5
13,1026,3
13,644,2
13,1237,5
13,343,2
13,4102,2
13,1724,1
13,4358,5
13,13,2
13,4019,5
13,1670,2
13,5114,1
13,3370,5
13,51,4
13,3844,3
13,1797,4
13,2034,2
13,2290,5
13,3077,5
13,3027,1
13,2936,5
13,1181,4
13,4887,2
13,4619,3
13,1116,5
13,3825,3
13,5224,4
13,3067,5
13,1665,5
13,3862,5
13,4070,2
13,545,5
13,470,3
13,1603,5
13,4836,1
13,478,2
13,391,1
13,3770,3
13,4139,1
13,3180,5
13,2426,5
13,2232,5
13,1743,1
13,4008,3
13,4795,5
13,4927,1
13,1271,4
13,2604,3
13,673,5
13,3721,2
13,3628,1
13,1301,5
13,4290,3
13,3808,5
13,2978,1
14,2140,4
14,237,5
14,4914,5
14,4544,1
14,3810,2
14,4474,1
14,4004,3
14,2041,5
14,975,4
14,41,1
14,305,2
14,4589,2
14,642,4
14,4829,5
14,2548,3
14,1584,1
14,3047,5
14,2045,5
14,2297,2
14,2566,3
14,4296,1
14,383,2
14,1530,5
14,2477,3
14,2334,5
14,1593,5
14,1620,5
14,2332,4
14,5174,3
14,3649,2
14,3078,5
14,2806,1
14,1674,1
14,340,1
14,443,2
14,832,5
14,3675,5
14,4753,5
14,1960,5
14,4991,1
14,2147,2
14,59,1
14,3096,1
14,1742,4
14,5178,5
14,1737,5
14,3537,5
14,5124,4
14,2571,4
14,632,5
14,3431,5
14,3323,4
14,2694,3
14,66,1
14,991,5
14,593,2
14,5118,4
14,4790,5
14,3009,5
14,3222,1
14,2246,1
14,4265,5
14,1716,4
14,1245,2
14,1720,5
14,424,5
14,946,4
14,4334,5
14,5195,2
14,1950,5
14,4047,5
14,543,5
14,1571,5
14,2454,5
14,1522,5
14,921,3
14,3459,4
14,3863,2
14,284,3
14,1504,3
14,1458,2
14,3755,5
14,2869,3
14,3818,4
14,3203,2
14,1087,4
14,4033,5
14,2282,3
14,3036,4
14,3901,5
14,808,3
14,1771,3
14,1298,1
14,2288,4
14,2962,5
14,2941,4
14,4100,2
14,2366,2
14,4479,2
14,2185,1
14,1475,3
14,2876,2
14,5080,5
14,564,5
14,942,1
14,2377,5
14,4557,5
14,2064,5
14,2819,2
14,5117,5
14,2553,5
14,391,5
14,363,5
14,4003,1
14,749,2
14,721,5
14,2047,2
14,3091,3
14,2170,1
14,1745,5
14,3632,4
14,3990,5
14,4346,5
14,2015,4
14,2301,5
14,2385,3
14,2774,1
14,2638,5
14,1145,4
14,793,3
14,1286,1
14,2697,5
14,2252,3
14,2693,2
14,5133,5
14,3976,2
14,128,4
14,5038,5
15,614,4
15,2684,4
15,2055,1
15,2938,5
15,3338,2
15,2292,5
15,2569,2
15,4857,2
15,41,4
15,1442,5
15,2024,3
15,4448,3
15,3073,4
15,4753,5
15,4204,5
15,5154,3
15,3674,5
15,582,5
15,630,5
15,3662,1
15,2822,4
15,2758,5
15,1375,2
15,4252,3
15,4910,2
15,579,5
15,3156,5
15,851,2
15,4874,5
15,1153,3
15,1997,5
15,1998,4
15,1926,4
15,4803,5
15,4249,5
15,3538,2
15,4120,1
15,901,5
15,2715,2
15,4291,5
15,5062,4
15,117,1
15,2242,5
15,3148,5
15,854,1
15,1992,1
15,2176,5
15,958,4
15,539,5
15,3385,3
15,3845,3
15,2921,2
15,1306,4
15,1054,2
15,2733,5
15,2729,4
15,2993,5
15,1550,5
15,445,5
15,1913,5
15,3305,3
15,1807,3
15,3471,5
15,781,5
15,2479,2
15,380,5
15,4015,1
15,2787,5
15,2160,4
15,3107,4
15,1407,4
15,4612,1
15,722,5
15,413,5
15,1797,4
15,3231,2
15,715,2
15,981,1
15,915,5
15,4644,4
15,3551,3
15,3304,4
15,1352,5
15,663,1
15,4995,4
15,1994,5
15,3677,5
15,4078,5
15,1059,4
15,4211,5
15,2020,5
15,780,5
15,4669,1
15,1169,4
15,3065,5
15,4138,5
15,1319,3
15,4107,3
15,221,5
15,2680,3
15,848,3
15,2401,5
15,1566,3
15,1851,5
15,78,5
15,2012,5
15,5066,4
15,4695,1
15,3306,5
15,1190,5
15,381,5
15,2323,5
15,850,4
15,3239,2
15,3519,5
15,1490,2
16,4434,3
16,1,3
16,2668,4
16,1515,1
16,686,1
16,1210,5
16,1194,3
16,4352,2
16,4500,1
16,3923,2
16,2874,3
16,3543,3
16,4985,3
16,5171,5
16,2386,5
16,3066,4
16,210,5
16,2218,5
16,4299,4
16,2150,1
16,3105,3
16,4973,5
16,1863,1
16,4569,1
16,1368,5
16,1972,5
16,3325,2
16,3520,3
16,3957,2
16,2514,1
16,2834,3
16,2859,5
16,57,5
16,5172,5
16,82,2
16,716,3
16,628,4
16,280,2
16,1007,5
16,178,2
16,5206,2
16,3715,4
16,4028,1
16,3942,5
16,1344,5
16,2313,5
16,1224,5
16,1770,3
16,4331,3
16,4461,3
16,967,5
16,3411,4
16,1714,4
16,1349,1
16,2405,5
16,460,5
16,198,2
16,4846,5
16,1392,5
16,4876,2
16,474,4
16,972,5
16,4345,4
16,2403,5
16,4970,2
16,1997,1
16,5085,1
16,3437,5
16,367,2
16,2532,5
16,5130,3
16,2228,1
16,3415,2
16,4914,4
16,1281,1
16,1849,5
16,4023,5
16,4652,1
16,4598,5
16,266,4
16,1971,5
16,2338,1
16,632,4
16,4907,2
16,4904,5
16,37,1
16,5160,5
16,751,5
16,1704,4
16,2188,4
16,633,4
16,576,3
16,4870,3
16,2419,4
16,3495,5
16,4470,1
16,3026,2
16,4258,2
16,4700,4
16,1389,1
16,1850,5
16,4592,4
16,3505,5
16,227,3
16,1217,1
16,2550,2
16,1667,4
16,292,1
16,4510,5
16,3389,5
16,4749,5
16,163,5
16,5163,4
16,2060,4
16,1540,4
16,2124,2
16,4084,4
16,884,4
16,5153,5
16,1650,3
16,2836,1
16,652,4
16,1868,5
16,1163,5
16,4205,1
16,764,5
16,4315,4
16,4714,1
16,3545,5
16,1166,1
16,2916,5
16,1567,5
16,2576,5
16,4831,1
16,4177,5
17,433,1
17,3027,1
17,1107,2
17,3986,4
17,4021,4
17,2828,5
17,3300,4
17,4840,5
17,3086,5
17,1929,3
17,1577,5
17,2995,5
17,3394,5
17,5207,4
17,1035,5
17,4629,5
17,4893,3
17,3808,5
17,4751,2
17,3609,5
17,4268,5
17,545,5
17,137,4
17,2755,1
17,4163,5
17,4229,5
17,3142,5
17,744,5
17,4783,4
17,4060,5
17,2487,5
17,4852,2
17,2615,3
17,787,2
17,2993,2
17,733,4
17,3634,3
17,4274,5
17,1521,1
17,2464,1
17,2672,5
17,88,2
17,1046,1
17,1561,3
17,2155,2
17,2541,1
17,3873,4
17,1476,1
17,1841,5
17,584,3
17,4929,2
17,3701,5
17,2076,5
17,47,1
17,1345,2
17,2163,4
17,4837,4
17,4052,1
17,305,3
17,1272,5
17,4077,5
18,756,1
18,2808,5
18,310,5
18,3550,5
18,1914,3
18,3962,3
18,4055,3
18,34,2
18,1246,3
18,903,1
18,4158,5
18,2152,3
18,2963,4
18,3467,1
18,2546,2
18,2110,2
18,4330,5
18,1168,2
18,2921,5
18,1151,2
18,3595,2
18,4764,1
18,4076,2
18,2695,1
18,3736,3
18,1083,1
18,3343,1
18,2904,3
18,741,3
18,3288,3
18,1502,1
18,3334,2
18,3412,5
18,2153,4
18,106,5
18,3532,1
18,963,1
18,1136,5
18,4291,3
18,1457,3
18,377,2
18,1707,2
18,253,5
18,4389,1
18,1245,4
18,2057,3
18,1922,2
18,753,5
18,1230,5
18,3244,2
18,4142,1
18,189,3
18,5054,3
18,2488,1
18,5091,4
18,3385,5
18,4607,3
18,917,5
18,3061,5
18,2624,3
18,825,5
18,3262,2
18,4880,1
18,1840,1
18,1370,1
18,1340,5
18,2091,5
18,3732,5
18,1776,4
18,302,1
18,1492,1
18,3570,5
18,363,5
18,2287,4
18,288,2
18,670,4
18,3531,5
18,5032,4
19,4924,4
19,477,5
19,981,2
19,890,1
19,1982,5
19,2714,4
19,4202,4
19,2657,4
19,4908,2
19,1580,5
19,2989,2
19,979,2
19,2351,5
19,5181,2
19,595,5
19,2808,5
19,4167,3
19,2907,2
19,1656,5
19,4305,4
19,4596,2
19,4602,5
19,5002,5
19,1119,5
19,399,3
19,3608,1
19,57,5
19,3157,5
19,4274,5
19,1064,4
19,2598,4
19,1815,2
19,1575,5
19,2277,5
19,3066,5
19,413,1
19,2355,2
19,3991,5
19,3018,5
19,1614,2
19,2653,2
19,2162,3
19,4753,1
19,3645,5
19,1988,5
19,2712,5
19,253,3
19,1784,5
19,1607,5
19,572,5
19,1863,1
19,4943,1
19,2674,5
19,1713,4
19,902,5
19,3471,5
19,197,3
19,2554,3
19,2484,2
19,5011,5
19,1613,5
19,2003,2
19,4798,4
19,2069,3
19,1569,1
19,1548,2
19,3721,4
19,4322,4
19,2651,5
19,4410,2
19,1738,5
19,680,4
19,1584,2
19,4221,3
19,694,5
19,3387,4
19,3536,5
19,3807,2
19,802,5
19,2732,3
19,784,5
19,2179,5
19,3253,5
19,2536,5
19,515,2
19,4109,5
19,3827,4
19,4080,3
19,134,4
19,1298,5
